"Age" "Gender" "BMI" "Depression" "Depressed" "Sports" "Healthy_eating" "Dancing" "Music" "Slow_vs_Fast" "Dance" "Folk" "Country" "Classical" "Musical" "Pop" "Rock" "Metal_Hardrock" "Punk" "Hiphop_Rap" "Reggae_Ska" "Swing_Jazz" "Rocknroll" "Alternative" "Latino" "Techno_Trance" "Opera" "Movies" "Horror" "Thriller" "Comedy" "Romantic" "Sci-fi" "War" "Tales" "Animated" "Documentary" "Western" "Action"
"142" 19 "female" 23.1246703720232 3.3 FALSE 1 3 1 5 3 2 1 2 4 4 3 5 4 3 1 1 3 3 4 1 1 1 5 3 2 2 1 2 4 3 5 3 2 3
"143" 19 "male" 20.6611570247934 2.8 FALSE 4 4 2 4 3 2 3 2 2 1 3 4 2 2 2 3 5 4 5 4 1 1 3 1 2 5 2 3 5 4 5 4 1 3
"144" 20 "male" 22.2222222222222 3.7 TRUE 4 2 1 5 4 3 1 2 4 3 4 4 1 1 4 3 3 3 2 1 1 1 5 5 5 5 3 3 4 3 4 3 2 4
"145" 22 "male" 23.2997998958362 3.5 TRUE 3.5 4 1 5 3 2 3 3 4 4 2 5 5 5 2 4 4 4 4 2 1 3 3 3 3 4 2 5 4 3 4 5 3 3
"146" 21 "male" 21.4475678458063 2.9 FALSE 3.5 3 1 5 3 2 1 2 4 4 3 2 1 1 2 1 2 3 2 1 5 4 5 4 3 5 4 5 3 3 4 5 3 4
"147" 17 "female" 22.9590876585494 3.6 TRUE 4.5 1 1 5 3 1 1 1 5 3 3 5 5 2 3 4 4 4 2 4 2 1 4 2 4 5 5 1 1 4 5 2 1 2
"148" 26 "male" 24.5089457652043 3 FALSE 4 3 1 5 3 1 4 2 4 3 1 5 5 3 1 3 3 3 5 2 1 3 5 3 4 5 5 4 3 4 4 5 3 4
"149" 20 "female" 19.53125 3 FALSE 1 2 1 4 3 1 3 3 5 2 2 4 4 3 1 2 2 4 3 2 1 4 3 3 3 3 2 2 2 5 5 4 3 3
"150" 22 "male" 22.6421929718633 2.9 FALSE 2.5 3 3 4 3 1 2 2 5 2 1 1 2 1 1 1 4 1 1 1 4 5 4 4 4 4 2 4 5 4 5 5 2 4
"151" 21 "male" 19.5918367346939 2.7 FALSE 1 1 1 4 4 2 1 1 3 3 2 5 4 5 2 2 1 4 4 1 1 1 4 5 5 5 1 5 1 1 1 4 1 3
"152" 23 "male" 24.6913580246914 2.4 FALSE 3 2 2 5 3 4 3 3 4 3 3 4 3 3 4 4 5 3 3 5 3 3 4 2 3 4 2 2 3 3 3 3 3 3
"153" 19 "female" 18.8271110398974 2.6 FALSE 3.5 3 1 5 3 4 3 2 4 4 4 5 4 3 2 4 3 2 3 4 1 5 5 1 4 5 4 3 1 5 5 4 2 4
"154" 21 "female" 28.075042938301 4.1 TRUE 2 4 2 5 4 2 2 2 3 4 2 5 1 2 1 1 4 5 5 1 1 2 5 3 3 5 2 3 1 3 3 3 2 1
"155" 19 "female" 19.7210369679802 2.8 FALSE 4 3 1 3 3 3 1 1 2 5 3 2 1 1 4 3 3 4 1 5 3 1 5 1 2 5 5 3 3 5 5 3 2 3
"156" 29 "female" 22.7583067819754 2.6 FALSE 3.5 4 3 4 2 2 4 2 3 3 4 2 1 1 1 1 3 2 2 3 2 4 4 1 2 5 5 2 2 4 1 5 2 2
"157" 22 "female" 23.8884409806205 4.5 TRUE 1.5 1 1 5 3 1 2 2 2 1 4 3 2 2 1 1 2 1 5 1 5 1 4 2 4 4 1 2 2 2 2 2 1 3
"158" 19 "female" 19.0311418685121 2.8 FALSE 3 3 2 3 3 3 3 2 5 4 3 3 1 1 3 2 2 2 2 2 1 4 2 2 2 2 2 2 5 5 5 5 3 3
"159" 17 "female" 19.5964581216432 3.1 FALSE 2.5 3 3 5 3 1 3 2 5 3 1 4 5 4 1 1 1 3 2 1 1 4 5 5 5 4 4 4 5 3 3 4 5 4
"160" 16 "female" 19.2276878705336 3.5 TRUE 4.5 4 1 4 4 2 2 2 4 2 2 4 5 3 2 3 2 3 3 2 2 3 4 3 5 4 4 3 3 4 4 4 2 2
"161" 29 "female" 26.171875 2.6 FALSE 2 3 4 5 3 2 5 2 4 5 5 2 1 1 1 3 4 3 4 3 1 4 4 1 2 4 5 1 1 5 5 4 1 1
"162" 18 "female" 26.0374939913475 3.6 TRUE 3 3 4 5 1 4 1 2 3 3 5 4 1 3 5 2 1 3 2 3 4 1 5 3 3 5 4 3 2 5 5 4 1 2
"163" 26 "male" 24.5089457652043 2.8 FALSE 4 3 1 5 3 1 4 3 5 3 1 5 5 4 1 3 3 5 5 1 1 3 5 3 4 5 5 4 3 3 4 5 1 4
"164" 19 "male" 23.291229956105 3 FALSE 3.5 3 1 5 4 1 2 1 3 2 2 4 2 4 2 3 1 5 5 1 1 1 5 3 5 4 2 4 4 3 3 2 2 3
"165" 19 "male" 20.4528853177502 3 FALSE 4 2 2 5 3 2 2 2 3 2 2 3 1 1 5 3 3 3 3 2 1 2 4 5 5 5 4 3 3 3 2 3 2 4
"166" 20 "female" 22.4081789853296 2.5 FALSE 5 3 3 5 3 2 2 2 2 3 4 4 3 3 4 4 3 3 3 3 3 3 5 1 2 5 5 4 3 5 5 4 3 3
"167" 22 "female" 18.359375 3.3 FALSE 3 3 5 5 3 3 2 3 1 4 2 2 1 1 3 2 2 1 1 3 1 1 5 4 4 5 5 1 3 3 2 1 1 1
"168" 20 "male" 25.4364666435426 1.4 FALSE 3 3 1 5 3 3 4 2 2 2 3 5 3 5 5 4 2 5 2 2 2 2 3 5 3 3 2 3 5 5 5 3 2 3
"169" 21 "male" 25.7255174008556 2.7 FALSE 4 3 4 5 4 4 1 1 1 1 2 3 1 1 4 2 1 1 1 2 4 1 4 1 4 5 2 3 3 3 3 4 2 4
"170" 21 "male" 19.2570288155177 4.1 TRUE 3.5 2 1 4 3 3 1 2 4 3 4 4 4 3 5 4 3 4 2 2 2 1 5 4 4 5 5 5 5 4 4 5 4 3
"171" 19 "female" 18.8189243102864 2.8 FALSE 3.5 3 5 5 3 4 2 2 3 1 4 5 3 3 3 3 2 2 2 4 3 3 5 3 3 5 5 3 3 5 5 2 2 4
"172" 24 "female" 17.8565176289346 3.3 FALSE 1 3 1 5 3 3 3 2 3 3 2 5 4 4 2 5 4 5 4 3 1 2 5 1 2 4 2 5 1 4 5 4 2 3
"173" 19 "female" 20.703125 3.5 TRUE 2.5 4 4 5 1 2 4 3 5 5 4 4 3 1 1 1 4 5 3 4 1 5 5 1 1 4 4 3 3 5 4 5 2 1
"174" 25 "male" 25.1063327032136 2.6 FALSE 3 3 1 5 3 5 2 2 5 5 3 4 4 3 1 2 4 4 3 1 1 5 5 5 4 4 1 4 4 2 2 4 4 5
"175" 20 "female" 21.4532871972318 3.3 FALSE 5 3 2 5 3 2 3 3 4 5 3 3 1 4 2 2 3 4 2 4 1 4 5 5 5 5 5 5 5 5 5 5 1 4
"176" 19 "female" 20.7612456747405 3 FALSE 4 3 2 5 3 3 2 1 3 2 4 4 1 5 4 5 5 5 3 3 1 2 3 3 4 4 2 3 5 5 3 4 1 3
"177" 23 "male" 24.2202268431002 3.3 FALSE 3.5 4 4 5 4 5 5 5 5 1 4 5 4 3 4 4 4 5 3 4 5 1 5 5 5 5 5 5 5 5 5 5 5 5
"178" 21 "female" 17.7556818181818 3.1 FALSE 4 5 5 5 4 5 1 2 2 5 5 5 1 1 5 4 4 5 2 5 4 1 5 2 5 5 5 3 3 5 1 3 2 5
"179" 20 "male" 21.4532871972318 2.6 FALSE 3 4 2 5 3 1 3 3 5 1 2 4 2 3 3 2 4 5 5 1 2 5 5 5 5 5 3 5 5 5 5 5 3 5
"180" 20 "female" 24.4472789115646 2.6 FALSE 3 3 2 5 4 4 2 3 3 4 5 5 2 5 4 2 2 2 4 3 5 2 5 1 3 5 4 3 3 5 5 4 2 5
"181" 18 "female" 18.3768251528618 3.4 TRUE 2.5 3 1 4 3 2 2 2 3 3 3 5 4 3 2 2 5 5 4 3 1 2 5 1 3 5 2 3 2 4 4 5 3 4
"182" 27 "male" 24.6913580246914 2.1 FALSE 5 1 5 1 3 2 2 1 1 1 3 1 1 1 5 1 1 1 1 5 1 1 4 5 1 5 3 1 5 1 1 3 4 5
"183" 17 "female" 25.5937370619895 2.5 FALSE 2 3 1 5 4 1 1 1 1 1 1 4 5 3 2 1 1 3 1 1 2 1 4 4 2 3 1 1 4 1 1 3 1 2
"184" 19 "female" 18.9370029036738 3.1 FALSE 2.5 3 3 5 3 4 1 3 2 5 4 3 1 2 3 1 2 4 4 3 2 3 5 1 3 5 5 3 2 5 5 4 2 4
"185" 18 "male" 21.1327134404057 2.1 FALSE 3 4 5 5 4 2 1 3 2 3 4 3 1 1 4 3 1 2 2 1 3 2 5 3 2 5 3 5 5 3 4 5 1 5
"186" 26 "male" 24.4140625 2.5 FALSE 5 1 1 5 5 5 1 1 1 2 3 1 1 1 5 2 1 1 1 2 5 1 5 5 5 5 1 3 5 3 3 5 3 5
"187" 18 "male" 22.5 1.8 FALSE 5 4 2 5 3 4 3 3 4 2 1 3 1 2 5 4 4 2 5 3 1 3 5 3 3 5 3 2 3 4 5 4 3 4
"188" 30 "male" 22.4087867693473 1.7 FALSE 4 3 1 5 3 4 5 1 4 3 3 5 5 4 5 5 5 4 4 3 4 3 5 4 5 5 3 4 3 4 5 4 3 2
"189" 24 "female" 17.9418172497757 3.5 TRUE 3 2 1 5 3 3 2 4 4 3 5 5 3 3 2 1 4 3 3 3 1 1 5 1 3 5 5 3 3 5 5 3 3 3
"190" 20 "female" 18.0697278911565 2.9 FALSE 5 1 5 5 3 3 3 2 3 1 4 2 2 1 4 3 4 2 2 5 2 2 5 1 2 5 3 2 2 4 5 4 1 4
"191" 20 "male" 18.9291508923743 3.8 TRUE 2.5 1 1 5 3 2 2 3 5 4 4 5 3 4 3 3 2 3 5 2 1 2 5 4 3 4 3 4 5 2 4 3 1 5
"192" 20 "male" 20.6611570247934 2.7 FALSE 3 3 3 5 4 2 3 2 4 4 2 5 2 4 3 4 4 5 5 3 2 2 5 3 3 4 2 5 5 2 4 5 3 5
"193" 19 "female" 24.092970521542 2.6 FALSE 3 3 1 5 2 2 4 3 5 3 2 4 3 3 2 3 5 3 4 4 1 3 5 2 4 3 3 2 4 4 5 5 2 4
"194" 20 "female" 19.4734066290722 2.8 FALSE 3 4 4 4 3 3 5 3 4 2 3 3 1 2 1 2 5 4 4 3 2 3 5 1 2 3 2 5 5 3 3 4 3 3
"195" 21 "male" 24.3910588392529 2.2 FALSE 4 2 2 4 3 4 2 4 1 1 4 3 1 4 2 5 3 3 2 2 3 3 3 1 3 4 1 2 2 3 2 3 3 5
"196" 19 "female" 21.0498179023689 2.8 FALSE 4.5 3 5 5 2 2 5 4 5 5 5 3 1 3 4 3 3 3 3 5 2 3 4 1 3 4 4 4 4 4 4 4 2 4
"197" 19 "female" 18.8092062514962 3.2 FALSE 3 4 5 5 1 3 2 3 2 2 4 5 3 3 1 2 3 5 1 5 1 1 5 4 4 5 5 2 1 4 3 3 1 3
"198" 19 "female" 21.2585034013605 4.4 TRUE 3.5 3 2 5 3 1 2 4 4 1 2 3 2 2 3 4 5 3 1 4 3 1 5 4 5 5 5 5 5 2 3 3 2 5
"199" 18 "female" 17.6308539944904 2.9 FALSE 5 4 4 4 4 4 2 2 4 3 4 4 4 4 4 4 2 4 3 4 4 1 5 5 5 5 5 4 3 4 4 3 2 3
"200" 18 "female" 23.0300453514739 2.9 FALSE 3 2 2 4 4 4 4 3 2 1 4 5 4 4 2 4 1 3 4 5 1 1 3 1 1 5 5 2 2 5 5 4 2 3
"201" 16 "female" 21.1388558594266 2.5 FALSE 3 3 1 5 3 1 1 1 3 3 3 5 4 2 1 1 3 4 2 4 1 2 5 1 2 5 3 1 4 5 5 3 2 3
"202" 19 "female" 19.4931773879142 2.7 FALSE 4 4 2 1 3 3 3 2 3 5 4 4 3 3 2 4 3 4 2 4 1 1 5 2 3 5 3 3 5 5 5 5 2 5
"203" 18 "female" 21.3839419960573 2.9 FALSE 3.5 2 4 5 4 4 2 1 3 3 4 3 1 1 5 4 3 2 2 5 3 2 4 3 2 5 5 2 3 5 5 4 2 3
"204" 19 "female" 19.4734066290722 2.6 FALSE 2 4 2 5 2 2 1 2 2 3 4 2 1 1 5 3 2 3 2 4 1 1 5 5 4 5 5 3 4 5 5 3 2 3
"205" 21 "female" 19.7133215276154 2.7 FALSE 3 3 3 5 3 4 2 1 5 2 2 4 1 3 3 3 4 4 4 2 2 4 5 1 3 5 3 3 3 4 4 2 1 4
"206" 21 "male" 24.6913580246914 2.6 FALSE 5 3 1 3 4 2 1 1 1 1 2 3 2 1 2 2 2 2 2 1 2 1 3 3 3 5 3 3 4 5 5 4 3 4
"207" 18 "female" 18.5185185185185 2.2 FALSE 4 4 1 5 4 2 1 1 3 5 3 3 1 2 5 3 3 3 3 2 1 4 5 3 3 4 4 4 5 4 3 3 2 4
"208" 21 "female" 20.5714285714286 2.6 FALSE 2 3 2 3 3 3 2 1 2 5 5 4 1 1 1 1 2 2 1 4 1 3 5 1 5 5 4 4 2 3 2 2 1 3
"209" 20 "female" 17.96875 2.8 FALSE 2.5 3 1 5 3 5 2 4 3 5 5 5 2 3 2 3 3 4 3 5 2 1 5 5 5 5 4 2 1 5 5 2 1 4
"210" 19 "female" 20.2812330989724 2.7 FALSE 5 3 2 5 3 2 3 3 2 2 3 4 3 4 4 5 4 5 5 3 1 1 5 5 4 5 3 2 1 5 5 3 2 5
"211" 27 "male" 24.6913580246914 2.5 FALSE 3 3 1 5 3 3 2 3 4 1 4 5 2 2 3 4 4 4 1 5 1 4 5 4 4 5 4 5 5 5 2 5 5 5
"212" 22 "female" 24.9770431588613 3.2 FALSE 3.5 3 5 5 3 3 2 1 4 5 3 5 2 3 3 4 5 3 5 4 2 1 5 1 1 5 5 2 3 4 5 5 1 2
"213" 19 "female" 21.484375 3 FALSE 2 4 3 5 3 4 1 1 4 3 4 5 4 3 4 2 2 2 2 2 3 3 5 4 4 5 5 4 3 5 5 3 2 5
"214" 19 "female" 20.2020202020202 3 FALSE 4 3 3 5 3 3 4 4 4 4 5 5 4 4 2 2 4 4 4 5 2 4 5 4 4 5 3 5 3 5 5 5 2 5
"215" 20 "female" 20.338326446281 3 FALSE 4 3 3 5 3 3 2 1 2 2 4 3 2 2 4 4 2 2 2 4 2 1 5 3 5 5 5 4 2 2 2 2 2 3
"216" 19 "female" 22.3081499107674 2.5 FALSE 4.5 3 1 5 5 5 2 2 3 5 5 5 2 4 4 4 3 3 2 4 5 2 5 5 4 5 5 5 3 5 5 5 2 2
"217" 20 "female" 18.3142559833507 3.3 FALSE 4 3 3 5 2 2 2 3 3 3 4 5 1 2 2 1 3 2 5 4 2 4 5 2 2 5 5 4 4 5 5 4 3 4
"218" 17 "female" 20.4381655849977 3.1 FALSE 3.5 3 2 5 3 3 1 2 1 1 3 1 1 1 1 1 1 1 1 1 1 1 3 5 5 5 5 3 1 2 1 2 1 2
"219" 23 "female" 20.1771485243323 2.6 FALSE 2.5 4 1 5 3 5 3 2 2 5 5 3 1 1 4 2 1 5 2 5 3 2 5 1 2 5 5 1 5 5 2 3 1 4
"220" 20 "female" 20.0288415318058 2.7 FALSE 4 4 3 5 3 2 5 4 5 5 3 5 4 3 3 3 4 4 4 5 1 4 5 1 3 4 4 2 1 5 5 5 4 2
"221" 20 "female" 20.7612456747405 2.2 FALSE 3 4 3 5 3 3 4 2 1 2 5 2 1 1 3 2 1 2 1 5 1 1 3 2 2 5 5 2 2 5 5 2 2 2
"222" 19 "male" 19.6232339089482 2.6 FALSE 5 3 2 5 3 5 3 2 3 3 4 4 3 1 4 2 3 3 3 2 5 2 5 3 4 5 3 5 5 4 5 5 4 5
"223" 20 "female" 19.0194420963652 2.8 FALSE 3 1 1 5 4 1 2 1 5 1 1 5 5 2 1 1 4 3 5 2 1 1 5 4 5 5 2 5 3 5 5 3 1 2
"224" 19 "male" 24.736530186297 3 FALSE 2 2 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3
"225" 18 "female" 17.3010380622837 3.6 TRUE 3.5 4 5 5 3 4 2 3 2 2 5 2 1 2 2 1 1 1 1 3 1 1 5 5 4 5 5 4 1 4 5 3 1 4
"226" 19 "female" 20.2020202020202 3.8 TRUE 2.5 4 3 5 4 3 4 2 5 4 2 5 2 1 3 3 5 3 5 2 3 4 4 1 2 3 3 3 3 4 4 5 3 3
"227" 15 "female" 17.110020661157 2.3 FALSE 4.5 1 2 5 5 5 2 2 2 4 5 4 2 2 4 3 2 4 3 5 3 2 5 4 2 5 4 3 2 4 5 1 1 3
"228" 15 "female" 16.9550173010381 3 FALSE 2 1 1 5 3 3 2 1 2 3 5 2 1 1 4 3 3 2 1 1 1 1 5 3 3 5 5 4 2 2 2 2 1 3
"229" 19 "female" 25.5102040816327 3.2 FALSE 3 4 3 5 3 3 3 2 3 3 4 4 1 1 2 2 4 3 1 4 1 2 5 2 3 5 5 3 3 4 4 3 2 2
"230" 21 "female" 18.4425458240807 1.8 FALSE 3 5 4 5 3 4 3 4 4 3 2 4 4 4 3 2 2 3 2 3 2 3 4 2 3 5 4 2 2 5 5 4 4 4
"231" 19 "female" 20.3427977839335 3 FALSE 3.5 4 5 5 3 3 2 1 2 2 5 2 1 1 2 3 3 3 2 5 1 2 4 1 1 5 5 4 2 5 5 5 2 3
"232" 17 "female" 22.8328793462586 2.9 FALSE 1 3 1 5 3 3 1 2 4 4 3 5 3 4 1 1 1 3 2 4 2 4 5 4 4 4 3 3 4 4 4 4 2 3
"233" 24 "male" 25.5354463915222 2.4 FALSE 4.5 3 3 5 3 4 3 1 1 1 4 5 5 5 5 5 4 5 4 2 1 1 5 4 3 4 2 1 5 3 3 4 2 5
"234" 19 "female" 19.0311418685121 3.7 TRUE 1.5 3 1 5 3 2 4 3 5 3 2 5 5 5 2 5 4 3 5 2 1 5 5 3 2 5 2 2 4 3 5 5 1 2
"235" 19 "female" 21.1463199091024 2.5 FALSE 4 2 3 5 3 4 2 2 4 4 4 4 2 4 4 4 5 4 4 4 4 3 5 3 5 4 5 4 5 5 5 4 3 3
"236" 22 "female" 20.7612456747405 2.7 FALSE 3 3 4 5 4 5 3 3 2 2 4 3 1 1 4 3 2 4 1 3 2 1 4 3 3 5 4 1 2 3 4 5 2 2
"237" 20 "female" 24.2214532871972 3.4 TRUE 3 2 3 5 3 3 3 4 4 5 3 4 4 3 2 2 4 3 3 5 4 3 5 4 3 5 4 5 3 5 5 4 3 4
"238" 19 "male" 21.5029425079221 2.6 FALSE 4.5 3 1 5 3 2 1 3 3 1 4 5 3 1 2 2 3 5 1 2 2 2 5 5 4 5 4 5 5 3 3 4 4 4
"239" 19 "male" 26.2345679012346 2.5 FALSE 3 4 2 5 4 3 5 2 4 3 3 4 2 3 5 5 2 3 5 4 3 3 5 4 4 5 2 5 3 5 5 5 3 5
"240" 20 "female" 20.4467420238417 3 FALSE 2 3 1 5 3 4 2 2 2 1 4 3 1 3 3 3 1 1 1 2 2 1 4 3 3 5 5 3 2 5 5 5 1 1
"241" 18 "female" 21.7775533392248 3.5 TRUE 5 3 5 5 3 4 2 1 3 4 2 5 5 3 2 3 2 2 4 5 5 2 4 1 1 5 5 3 1 3 4 3 2 4
"242" 19 "male" 23.355636914531 3.2 FALSE 3 4 3 5 3 4 2 3 4 1 2 4 4 5 4 4 5 5 2 5 3 2 4 1 4 5 2 3 3 4 1 5 5 5
"243" 20 "female" 18.3654729109275 3.3 FALSE 1.5 3 1 5 3 1 1 2 1 2 3 2 1 1 1 2 1 2 2 3 1 1 3 3 4 5 2 1 1 3 3 1 1 2
"244" 20 "male" 21.4619366241636 1.3 FALSE 5 4 1 1 2 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 5 4 4 4 2 5 5 5 5 4 2 5
"245" 20 "female" 19.4869614512472 2.1 FALSE 3 4 3 5 4 3 1 1 3 3 5 5 1 1 3 1 2 1 1 1 1 4 5 3 4 5 4 2 2 3 3 2 1 3
"246" 27 "female" 19.4869614512472 2.9 FALSE 4 3 2 5 3 3 2 2 4 3 4 4 1 3 5 5 3 3 4 4 1 1 5 4 4 5 3 3 4 4 4 4 1 4
"247" 19 "female" 17.5925925925926 3.2 FALSE 3.5 4 2 5 3 3 1 1 3 2 4 4 2 4 4 1 3 3 4 2 3 3 5 3 3 4 4 2 3 4 4 3 2 2
"248" 20 "female" 19.379197433927 2.8 FALSE 3.5 4 3 4 3 4 1 1 2 4 4 4 1 1 4 3 4 4 3 4 1 1 5 2 4 5 5 3 3 5 5 4 1 2
"249" 20 "male" 22.8194045477731 2.4 FALSE 4 3 1 4 3 3 3 3 3 3 3 5 4 4 3 4 3 4 3 3 2 3 4 2 4 4 4 4 3 4 4 3 2 4
"250" 21 "female" 35.4442344045369 2.5 FALSE 1.5 3 3 5 4 5 2 3 2 5 5 4 1 3 3 3 3 3 3 5 2 1 5 2 4 5 5 3 2 5 5 3 2 5
"251" 16 "female" 22.2309871275413 4.6 TRUE 1.5 1 1 5 1 2 2 2 4 4 1 5 4 5 1 4 3 3 5 2 1 2 5 1 1 5 4 5 4 5 5 4 3 1
"252" 18 "female" 20.4381655849977 2.7 FALSE 4.5 4 2 5 3 3 2 5 3 3 4 5 3 2 2 4 3 5 5 3 1 4 5 3 5 3 4 2 5 5 4 4 4 2
"253" 23 "male" 24.9307479224377 2.1 FALSE 5 3 1 5 4 5 1 1 1 1 5 3 2 2 2 4 1 3 3 1 5 1 5 5 5 5 1 4 4 1 1 3 4 5
"254" 19 "male" 23.7353084160256 3.3 FALSE 2.5 3 1 5 3 2 1 2 3 2 2 3 2 3 1 3 3 2 4 2 4 2 5 2 2 4 3 4 2 2 3 2 2 3
"255" 19 "female" 19.1953027964922 3 FALSE 3 4 5 5 3 5 2 3 2 2 4 3 1 1 5 4 4 5 1 5 2 1 5 2 2 5 4 2 5 5 5 4 2 3
"256" 22 "female" 17.3744528717966 2.7 FALSE 3.5 3 2 5 3 4 1 1 3 4 2 4 1 3 5 5 3 2 2 3 1 2 5 5 5 5 3 1 3 5 5 5 1 5
"257" 18 "female" 23.8751147842057 3.1 FALSE 2 4 1 5 2 1 5 2 5 2 2 4 5 3 1 1 3 3 5 1 1 5 3 2 4 1 3 5 4 4 5 5 1 4
"258" 20 "male" 25.4847645429363 2.8 FALSE 1.5 1 1 4 2 1 2 1 5 2 1 5 5 1 1 1 2 1 2 1 1 4 5 1 3 4 2 4 5 5 2 5 4 5
"259" 19 "female" 18.3057694735513 2.9 FALSE 2.5 3 4 5 4 5 4 1 2 5 5 5 2 2 5 3 1 4 1 5 1 2 5 3 4 5 4 1 1 5 5 3 1 1
"260" 25 "female" 27.2508874466636 3.2 FALSE 4.5 4 4 4 5 2 2 4 2 5 4 5 4 2 4 2 2 3 1 5 1 1 5 1 3 5 4 1 3 3 3 3 4 5
"261" 18 "female" 20.703125 2 FALSE 2.5 3 3 5 3 2 2 1 4 4 4 4 2 1 2 3 2 2 1 2 1 3 5 1 3 5 4 3 1 4 4 2 1 4
"262" 20 "female" 22.4081789853296 2.6 FALSE 3 2 4 5 3 3 2 1 2 2 2 5 2 3 2 2 3 4 5 1 1 2 5 1 1 5 5 2 4 5 4 4 1 4
"263" 19 "female" 21.952479338843 3.7 TRUE 4.5 3 1 5 3 1 4 3 2 5 2 5 4 3 1 1 5 5 3 3 1 1 5 1 1 5 3 4 1 5 5 5 1 1
"264" 16 "female" 20.0288415318058 2 FALSE 3 3 5 5 3 4 2 1 3 3 3 4 1 1 4 1 1 4 2 2 2 1 4 5 5 3 2 3 2 3 3 2 1 3
"265" 19 "male" 24.0740740740741 2.8 FALSE 3 3 2 5 5 4 1 1 3 2 4 4 2 1 1 2 1 1 1 3 5 3 3 3 4 3 3 3 2 2 4 3 1 5
"266" 18 "female" 20.4381655849977 2.4 FALSE 4.5 3 3 5 4 5 5 2 5 5 5 5 2 2 5 5 5 3 3 5 2 5 5 4 4 5 4 5 3 4 5 5 3 5
"267" 15 "male" 25.9515570934256 3 FALSE 5 1 1 2 4 2 1 1 2 2 3 4 3 2 3 3 3 3 2 1 2 1 5 4 4 4 3 4 5 2 2 3 1 3
"268" 20 "female" 19.0311418685121 2.3 FALSE 4 3 5 5 4 3 2 2 4 3 4 2 1 1 4 1 3 4 2 4 2 2 5 4 4 5 4 5 3 4 3 3 1 3
"269" 20 "male" 23.1481481481481 2.6 FALSE 5 2 2 5 4 5 4 5 4 5 5 5 5 5 2 5 5 5 5 5 5 4 5 4 4 5 5 5 5 5 5 5 4 5
"270" 20 "male" 20.0850661625709 3.3 FALSE 4 1 2 5 3 1 1 1 3 3 5 2 1 1 2 1 1 1 2 2 1 2 4 1 3 4 1 2 5 4 3 3 2 4
"271" 20 "female" 20.7612456747405 2.3 FALSE 4 3 4 5 3 4 1 1 1 3 3 3 1 2 3 2 1 1 2 2 4 2 4 2 3 5 4 3 2 3 5 3 1 3
"272" 18 "female" 23.5883292204964 3.1 FALSE 2.5 4 3 5 3 4 3 2 4 5 5 4 1 2 3 3 4 3 4 4 3 2 5 1 3 5 5 3 4 5 5 3 2 4
"273" 20 "male" 27.7742709253882 2.9 FALSE 3.5 4 3 5 4 3 2 2 2 2 3 5 4 3 2 3 2 2 5 2 4 1 5 2 4 5 2 3 4 5 5 3 4 5
"274" 16 "female" 20.9571711629325 3 FALSE 3.5 4 5 5 3 3 2 4 3 4 4 5 2 2 5 2 3 5 3 4 3 1 5 5 5 5 4 2 3 3 5 3 4 4
"275" 18 "female" 19.53125 2 FALSE 4.5 4 2 5 3 2 2 1 4 3 2 5 5 5 1 3 3 5 5 3 1 2 4 1 2 5 5 2 3 5 5 5 1 2
"276" 20 "male" 21.4619366241636 3.3 FALSE 4.5 3 1 5 2 2 1 4 5 4 5 4 1 3 1 1 1 3 1 3 1 5 3 2 4 5 4 2 2 3 2 5 1 5
"277" 18 "female" 23.0300453514739 2.8 FALSE 2 3 2 5 3 4 2 2 2 2 5 3 2 3 2 3 3 3 3 3 2 2 5 2 3 5 5 3 2 4 4 3 2 4
"278" 19 "male" 18.1154127100073 2.6 FALSE 5 2 3 5 3 4 4 3 3 3 4 4 4 4 5 5 2 4 3 3 4 2 4 1 2 4 3 3 4 4 4 5 2 4
"279" 19 "female" 18.9387755102041 2.9 FALSE 3.5 3 1 5 4 3 2 2 3 2 5 4 2 2 2 3 3 3 3 3 3 1 5 5 4 5 5 4 5 3 3 4 2 2
"280" 20 "female" 19.7210369679802 2.8 FALSE 3 3 1 5 3 3 2 1 4 4 5 3 1 1 5 4 3 4 2 3 1 2 5 3 4 5 3 3 3 4 5 5 1 5
"281" 17 "female" 23.4375 3.7 TRUE 4 3 3 5 3 4 2 3 3 2 4 4 1 2 4 2 2 3 2 2 3 1 5 4 5 4 4 2 4 5 4 3 1 2
"282" 17 "male" 27.774423378819 2.6 FALSE 3 5 5 5 5 3 2 3 3 3 2 5 2 2 5 1 5 5 1 2 4 1 5 2 1 5 3 3 5 2 2 2 5 2
"283" 22 "female" 22.038567493113 3.4 TRUE 4 3 4 4 3 3 2 3 3 5 3 2 1 1 2 3 1 1 1 5 1 1 5 3 1 5 5 1 2 5 5 3 2 3
"284" 16 "female" 21.4691504822301 2.9 FALSE 5 3 2 5 2 3 2 3 3 4 5 4 2 2 3 2 3 3 2 3 2 2 4 2 2 5 5 3 2 5 5 3 3 3
"285" 24 "female" 17.5063898322888 3.4 TRUE 2.5 2 1 5 2 2 3 3 2 3 2 3 2 2 2 2 4 1 4 4 1 1 5 4 5 5 2 1 5 3 4 4 1 1
